CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Info_check,Repeat_number,Authors,Google.Folder,Data,Task.Category
Covid_CCI_5,2,D,Covid_CCI_5C,gpt-5.6-sol,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,2,D,Covid_CCI_5C,claude-opus-5,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,2,D,Covid_CCI_5D,o1-2024-12-17,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,2,D,Covid_CCI_5D,gemini-3.6-flash,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,2,D,Covid_CCI_5D,gpt-5.6-sol,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,2,D,Covid_CCI_5D,claude-opus-5,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5A,o1-2024-12-17,B,No,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5A,gemini-3.6-flash,E,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5A,gpt-5.6-sol,A,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5A,claude-opus-5,E,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5B,o1-2024-12-17,B,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5B,gemini-3.6-flash,E,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5B,gpt-5.6-sol,B,No,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5B,claude-opus-5,E,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5C,o1-2024-12-17,B,No,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5C,gemini-3.6-flash,E,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5C,gpt-5.6-sol,A,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5C,claude-opus-5,E,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5D,o1-2024-12-17,B,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5D,gemini-3.6-flash,E,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5D,gpt-5.6-sol,B,No,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_5,3,B,Covid_CCI_5D,claude-opus-5,E,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6A,o1-2024-12-17,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6A,gemini-3.6-flash,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6A,gpt-5.6-sol,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6A,claude-opus-5,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6B,o1-2024-12-17,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6B,gemini-3.6-flash,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6B,gpt-5.6-sol,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6B,claude-opus-5,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6C,o1-2024-12-17,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6C,gemini-3.6-flash,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6C,gpt-5.6-sol,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6C,claude-opus-5,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6D,o1-2024-12-17,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6D,gemini-3.6-flash,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6D,gpt-5.6-sol,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,1,C,Covid_CCI_6D,claude-opus-5,C,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6A,o1-2024-12-17,A,No,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6A,gemini-3.6-flash,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6A,gpt-5.6-sol,A,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6A,claude-opus-5,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6B,o1-2024-12-17,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6B,gemini-3.6-flash,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6B,gpt-5.6-sol,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6B,claude-opus-5,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6C,o1-2024-12-17,D,No,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6C,gemini-3.6-flash,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6C,gpt-5.6-sol,A,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6C,claude-opus-5,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6D,o1-2024-12-17,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6D,gemini-3.6-flash,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6D,gpt-5.6-sol,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,2,D,Covid_CCI_6D,claude-opus-5,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6A,o1-2024-12-17,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6A,gemini-3.6-flash,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6A,gpt-5.6-sol,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6A,claude-opus-5,E,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6B,o1-2024-12-17,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6B,gemini-3.6-flash,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6B,gpt-5.6-sol,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6B,claude-opus-5,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6C,o1-2024-12-17,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6C,gemini-3.6-flash,D,No,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6C,gpt-5.6-sol,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6C,claude-opus-5,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6D,o1-2024-12-17,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6D,gemini-3.6-flash,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6D,gpt-5.6-sol,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_6,3,D,Covid_CCI_6D,claude-opus-5,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_DE_1,1,A,Covid_DE_1,o1-2024-12-17,A,Yes,2,DK,DE,,Descriptive - information retrival
Covid_DE_1,1,A,Covid_DE_1,gemini-3.6-flash,A,Yes,2,DK,DE,,Descriptive - information retrival
Covid_DE_1,1,A,Covid_DE_1,gpt-5.6-sol,A,Yes,2,DK,DE,,Descriptive - information retrival
Covid_DE_1,1,A,Covid_DE_1,claude-opus-5,A,Yes,2,DK,DE,,Descriptive - information retrival
Covid_DE_1,2,B,Covid_DE_1,o1-2024-12-17,B,Yes,2,DK,DE,,Descriptive - information retrival
Covid_DE_1,2,B,Covid_DE_1,gemini-3.6-flash,B,Yes,2,DK,DE,,Descriptive - information retrival
Covid_DE_1,2,B,Covid_DE_1,gpt-5.6-sol,B,Yes,2,DK,DE,,Descriptive - information retrival
Covid_DE_1,2,B,Covid_DE_1,claude-opus-5,B,Yes,2,DK,DE,,Descriptive - information retrival
Covid_DE_1,3,C,Covid_DE_1,o1-2024-12-17,C,Yes,2,DK,DE,,Descriptive - information retrival
Covid_DE_1,3,C,Covid_DE_1,gemini-3.6-flash,C,No,2,DK,DE,,Descriptive - information retrival
Covid_DE_1,3,C,Covid_DE_1,gpt-5.6-sol,C,No,2,DK,DE,,Descriptive - information retrival
Covid_DE_1,3,C,Covid_DE_1,claude-opus-5,E,Yes,2,DK,DE,,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1A,o1-2024-12-17,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1A,gemini-3.6-flash,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1A,gpt-5.6-sol,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1A,claude-opus-5,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1B,o1-2024-12-17,A,No,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1B,gemini-3.6-flash,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1B,gpt-5.6-sol,C,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1B,claude-opus-5,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1A,o1-2024-12-17,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1A,gemini-3.6-flash,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1A,gpt-5.6-sol,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1A,claude-opus-5,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1B,o1-2024-12-17,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1B,gemini-3.6-flash,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1B,gpt-5.6-sol,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1B,claude-opus-5,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1A,o1-2024-12-17,B,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1A,gemini-3.6-flash,B,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1A,gpt-5.6-sol,D,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1A,claude-opus-5,D,No,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1B,o1-2024-12-17,E,No,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1B,gemini-3.6-flash,B,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1B,gpt-5.6-sol,D,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1B,claude-opus-5,B,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2A,o1-2024-12-17,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2A,gemini-3.6-flash,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2A,gpt-5.6-sol,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2A,claude-opus-5,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2B,o1-2024-12-17,C,No,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2B,gemini-3.6-flash,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2B,gpt-5.6-sol,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2B,claude-opus-5,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2A,o1-2024-12-17,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2A,gemini-3.6-flash,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2A,gpt-5.6-sol,D,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2A,claude-opus-5,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2B,o1-2024-12-17,D,No,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2B,gemini-3.6-flash,D,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2B,gpt-5.6-sol,D,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2B,claude-opus-5,D,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2A,o1-2024-12-17,C,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2A,gemini-3.6-flash,E,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2A,gpt-5.6-sol,C,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2A,claude-opus-5,A,Yes,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2B,o1-2024-12-17,A,No,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2B,gemini-3.6-flash,A,No,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2B,gpt-5.6-sol,A,No,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2B,claude-opus-5,A,No,2,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3A,o1-2024-12-17,D,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3A,gemini-3.6-flash,D,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3A,gpt-5.6-sol,D,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3A,claude-opus-5,D,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3B,o1-2024-12-17,E,No,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3B,gemini-3.6-flash,D,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3B,gpt-5.6-sol,E,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3B,claude-opus-5,D,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3A,o1-2024-12-17,C,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3A,gemini-3.6-flash,C,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3A,gpt-5.6-sol,E,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3A,claude-opus-5,C,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3B,o1-2024-12-17,C,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3B,gemini-3.6-flash,C,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3B,gpt-5.6-sol,C,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3B,claude-opus-5,C,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3A,o1-2024-12-17,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3A,gemini-3.6-flash,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3A,gpt-5.6-sol,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3A,claude-opus-5,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3B,o1-2024-12-17,B,No,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3B,gemini-3.6-flash,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3B,gpt-5.6-sol,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3B,claude-opus-5,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4A,o1-2024-12-17,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4A,gemini-3.6-flash,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4A,gpt-5.6-sol,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4A,claude-opus-5,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4B,o1-2024-12-17,B,No,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4B,gemini-3.6-flash,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4B,gpt-5.6-sol,A,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4B,claude-opus-5,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4A,o1-2024-12-17,B,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4A,gemini-3.6-flash,E,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4A,gpt-5.6-sol,E,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4A,claude-opus-5,E,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,o1-2024-12-17,B,No,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,gemini-3.6-flash,E,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,gpt-5.6-sol,E,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,claude-opus-5,E,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,o1-2024-12-17,A,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gemini-3.6-flash,A,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gpt-5.6-sol,A,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,claude-opus-5,A,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,o1-2024-12-17,A,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gemini-3.6-flash,A,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gpt-5.6-sol,A,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,claude-opus-5,A,Yes,2,RJ,Spatial,Breast Cancer,Biological Inference
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,o1-2024-12-17,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gemini-3.6-flash,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,claude-opus-5,E,No,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,o1-2024-12-17,B,No,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gemini-3.6-flash,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,claude-opus-5,E,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,o1-2024-12-17,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
