CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Info_check,Report_name,Authors,Google Folder,Data,Task Category
Kidney_pathway_1,1,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gemini-3.6-flash,B,B,Kidney_pathway_1A.gemini-3.6-flash.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gemini-3.6-flash,B,B,Kidney_pathway_1A.gpt-5.6-sol.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.claude-opus-5.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.claude-opus-5.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gemini-3.6-flash,B,B,Kidney_pathway_1A.claude-opus-5.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.claude-opus-5.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.o1-2024-12-17.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.o1-2024-12-17.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.o1-2024-12-17.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.o1-2024-12-17.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.gpt-5.6-sol.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.gpt-5.6-sol.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.gpt-5.6-sol.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gpt-5.6-sol.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.claude-opus-5.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.claude-opus-5.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.claude-opus-5.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.claude-opus-5.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,B,No,Kidney_pathway_1B.o1-2024-12-17.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.o1-2024-12-17.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.o1-2024-12-17.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.o1-2024-12-17.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.gemini-3.6-flash.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,A,No,Kidney_pathway_1B.gemini-3.6-flash.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.gpt-5.6-sol.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.gpt-5.6-sol.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.gpt-5.6-sol.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gpt-5.6-sol.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.claude-opus-5.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.claude-opus-5.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,E,Kidney_pathway_1B.claude-opus-5.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.claude-opus-5.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,B,No,Kidney_pathway_1B.o1-2024-12-17.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.o1-2024-12-17.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.o1-2024-12-17.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.o1-2024-12-17.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.gpt-5.6-sol.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.gpt-5.6-sol.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,E,Kidney_pathway_1B.gpt-5.6-sol.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gpt-5.6-sol.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.claude-opus-5.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.claude-opus-5.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.claude-opus-5.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.claude-opus-5.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,B,Yes,Kidney_pathway_1B.o1-2024-12-17.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.o1-2024-12-17.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.o1-2024-12-17.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.o1-2024-12-17.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,A,No,Kidney_pathway_1B.gemini-3.6-flash.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.gpt-5.6-sol.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.gpt-5.6-sol.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.gpt-5.6-sol.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gpt-5.6-sol.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.claude-opus-5.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.claude-opus-5.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.claude-opus-5.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.claude-opus-5.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,B,No,Kidney_pathway_1B.o1-2024-12-17.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.o1-2024-12-17.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.o1-2024-12-17.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.o1-2024-12-17.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.gpt-5.6-sol.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.gpt-5.6-sol.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.gpt-5.6-sol.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gpt-5.6-sol.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,Yes,Kidney_pathway_1B.claude-opus-5.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.claude-opus-5.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.claude-opus-5.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.claude-opus-5.4.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.o1-2024-12-17.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.o1-2024-12-17.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,B,No,Kidney_pathway_1A.o1-2024-12-17.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,No,Kidney_pathway_1A.o1-2024-12-17.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,A,Yes,Kidney_pathway_1A.gemini-3.6-flash.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,Yes,Kidney_pathway_1A.gemini-3.6-flash.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,A,No,Kidney_pathway_1A.gemini-3.6-flash.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.gemini-3.6-flash.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,Yes,Kidney_pathway_1A.gpt-5.6-sol.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.gpt-5.6-sol.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,No,Kidney_pathway_1A.gpt-5.6-sol.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,A,Yes,Kidney_pathway_1A.claude-opus-5.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,Yes,Kidney_pathway_1A.claude-opus-5.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,A,Yes,Kidney_pathway_1A.claude-opus-5.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.claude-opus-5.0.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.o1-2024-12-17.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.o1-2024-12-17.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,No,Kidney_pathway_1A.o1-2024-12-17.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,No,Kidney_pathway_1A.o1-2024-12-17.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.gemini-3.6-flash.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,Yes,Kidney_pathway_1A.gemini-3.6-flash.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,A,Yes,Kidney_pathway_1A.gpt-5.6-sol.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,No,Kidney_pathway_1A.gpt-5.6-sol.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,Yes,Kidney_pathway_1A.gpt-5.6-sol.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.gpt-5.6-sol.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,A,Yes,Kidney_pathway_1A.claude-opus-5.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.claude-opus-5.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,Yes,Kidney_pathway_1A.claude-opus-5.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.claude-opus-5.1.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.o1-2024-12-17.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,E,No,Kidney_pathway_1A.o1-2024-12-17.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,B,No,Kidney_pathway_1A.o1-2024-12-17.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,No,Kidney_pathway_1A.o1-2024-12-17.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,A,Yes,Kidney_pathway_1A.gemini-3.6-flash.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,No,Kidney_pathway_1A.gemini-3.6-flash.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.gemini-3.6-flash.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.gpt-5.6-sol.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,Yes,Kidney_pathway_1A.gpt-5.6-sol.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.gpt-5.6-sol.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,A,Yes,Kidney_pathway_1A.claude-opus-5.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,No,Kidney_pathway_1A.claude-opus-5.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,Yes,Kidney_pathway_1A.claude-opus-5.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.claude-opus-5.2.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.o1-2024-12-17.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,E,No,Kidney_pathway_1A.o1-2024-12-17.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,No,Kidney_pathway_1A.o1-2024-12-17.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,No,Kidney_pathway_1A.o1-2024-12-17.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,A,Yes,Kidney_pathway_1A.gemini-3.6-flash.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,A,E,Kidney_pathway_1A.gemini-3.6-flash.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.gemini-3.6-flash.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,A,Yes,Kidney_pathway_1A.gpt-5.6-sol.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,No,Kidney_pathway_1A.gpt-5.6-sol.3.txt,DK,Pathway,Kidney,Descriptive - information retrival
