CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Info_check,Authors,Google Folder,Data,Task Category
Covid_DE_1,2,B,Covid_DE_1,gemini-2.0-flash,B,Yes,DK,DE,,Descriptive - information retrival
Covid_DE_1,2,B,Covid_DE_1,claude-3-7-sonnet-20250219,B,Yes,DK,DE,,Descriptive - information retrival
Covid_DE_1,3,C,Covid_DE_1,gpt-4o,A,Yes,DK,DE,,Descriptive - information retrival
Covid_DE_1,3,C,Covid_DE_1,gemini-2.0-flash,A,Yes,DK,DE,,Descriptive - information retrival
Covid_DE_1,3,C,Covid_DE_1,claude-3-7-sonnet-20250219,A,Yes,DK,DE,,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1A,gpt-4o,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1A,gemini-2.0-flash,D,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1B,gpt-4o,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1B,gemini-2.0-flash,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,1,A,Breast_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1A,gpt-4o,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1A,gemini-2.0-flash,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1B,gpt-4o,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1B,gemini-2.0-flash,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,2,A,Breast_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1A,gpt-4o,B,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1A,gemini-2.0-flash,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,B,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1B,gpt-4o,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1B,gemini-2.0-flash,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatiallocations_1,3,D,Breast_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2A,gpt-4o,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2A,gemini-2.0-flash,D,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2A,claude-3-7-sonnet-20250219,C,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2B,gpt-4o,B,No,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2B,gemini-2.0-flash,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,1,A,Breast_Cancer_umap_2B,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2A,gpt-4o,D,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2A,gemini-2.0-flash,D,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2A,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2B,gpt-4o,D,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2B,gemini-2.0-flash,D,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,2,D,Breast_Cancer_umap_2B,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2A,gpt-4o,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2A,gemini-2.0-flash,E,No,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2A,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2B,gpt-4o,A,No,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2B,gemini-2.0-flash,E,No,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_umap_2,3,C,Breast_Cancer_umap_2B,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,Breast Cancer,Descriptive - information retrival
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3A,gpt-4o,E,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3A,gemini-2.0-flash,E,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3A,claude-3-7-sonnet-20250219,E,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3B,gpt-4o,E,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3B,gemini-2.0-flash,E,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,1,D,Breast_Cancer_spatialCCI_3B,claude-3-7-sonnet-20250219,E,No,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3A,gpt-4o,C,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3A,gemini-2.0-flash,C,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3A,claude-3-7-sonnet-20250219,E,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3B,gpt-4o,C,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3B,gemini-2.0-flash,C,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3B,claude-3-7-sonnet-20250219,C,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3A,gpt-4o,A,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3A,gemini-2.0-flash,A,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3A,claude-3-7-sonnet-20250219,B,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3B,gpt-4o,C,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3B,gemini-2.0-flash,B,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3B,claude-3-7-sonnet-20250219,C,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4A,gpt-4o,B,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,B,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4A,claude-3-7-sonnet-20250219,B,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4B,gpt-4o,B,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,B,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4B,claude-3-7-sonnet-20250219,B,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4A,gpt-4o,E,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,E,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4A,claude-3-7-sonnet-20250219,E,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,gpt-4o,B,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,E,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gpt-4o,A,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,A,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gpt-4o,A,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,A,Yes,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,Breast Cancer,Biological Inference
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gpt-4o,A,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,A,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gpt-4o,B,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gpt-4o,C,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,B,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gpt-4o,E,No,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,E,No,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gpt-4o,A,Yes.,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,C,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,D,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gpt-4o,D,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gpt-4o,A,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gemini-2.0-flash,A,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gpt-4o,B,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gemini-2.0-flash,A,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,claude-3-7-sonnet-20250219,B,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gpt-4o,C,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gemini-2.0-flash,C,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,claude-3-7-sonnet-20250219,C,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gpt-4o,D,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gemini-2.0-flash,C,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,claude-3-7-sonnet-20250219,C,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gpt-4o,D,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gemini-2.0-flash,D,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,claude-3-7-sonnet-20250219,D,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gpt-4o,D,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gemini-2.0-flash,D,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,claude-3-7-sonnet-20250219,D,Yes,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3A,gpt-4o,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3A,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3B,gpt-4o,E,No,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,E,No,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3B,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3A,gpt-4o,D,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,D,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3A,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3B,gpt-4o,D,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,D,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3B,claude-3-7-sonnet-20250219,D,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3A,gpt-4o,D,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,D,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3A,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3B,gpt-4o,C,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3B,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4A,gpt-4o,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4A,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4B,gpt-4o,A,No,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4B,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4A,gpt-4o,E,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,E,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4A,claude-3-7-sonnet-20250219,E,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4B,gpt-4o,E,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,E,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4B,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4A,gpt-4o,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4A,claude-3-7-sonnet-20250219,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4B,gpt-4o,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,A,Yes,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4B,claude-3-7-sonnet-20250219,error,error,RJ,Spatial,lung Cancer,Biological Inference
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1A,gpt-4o,error,error,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1A,gemini-2.0-flash,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1A,claude-3-7-sonnet-20250219,error,error,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1C,gpt-4o,error,error,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1C,gemini-2.0-flash,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1C,claude-3-7-sonnet-20250219,error,error,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1B,gpt-4o,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1B,gemini-2.0-flash,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1B,claude-3-7-sonnet-20250219,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1D,gpt-4o,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1D,gemini-2.0-flash,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1D,claude-3-7-sonnet-20250219,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1A,gpt-4o,error,error,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1A,gemini-2.0-flash,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1A,claude-3-7-sonnet-20250219,error,error,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1C,gpt-4o,error,error,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1C,gemini-2.0-flash,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1C,claude-3-7-sonnet-20250219,error,error,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1B,gpt-4o,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1B,gemini-2.0-flash,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1B,claude-3-7-sonnet-20250219,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1D,gpt-4o,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1D,gemini-2.0-flash,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1D,claude-3-7-sonnet-20250219,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1A,gpt-4o,error,error,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1A,gemini-2.0-flash,D,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1A,claude-3-7-sonnet-20250219,error,error,CL,SpatialSim,benchmark,Descriptive - information retrival
