CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Info_check,Report_name,Authors,Google.Folder,Data,Task.Category
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,claude-opus-5,B,Yes,lung_Cancer_spatiallocations_1A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,o1-2024-12-17,A,Yes,lung_Cancer_spatiallocations_1A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,A,Yes,lung_Cancer_spatiallocations_1A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,claude-opus-5,A,Yes,lung_Cancer_spatiallocations_1A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,o1-2024-12-17,A,Yes,lung_Cancer_spatiallocations_1A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,A,Yes,lung_Cancer_spatiallocations_1A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,claude-opus-5,A,Yes,lung_Cancer_spatiallocations_1A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,o1-2024-12-17,E,Yes,lung_Cancer_spatiallocations_1A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,E,Yes,lung_Cancer_spatiallocations_1A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,claude-opus-5,E,Yes,lung_Cancer_spatiallocations_1A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,o1-2024-12-17,E,No,lung_Cancer_spatiallocations_1B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,A,No,lung_Cancer_spatiallocations_1B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,claude-opus-5,A,No,lung_Cancer_spatiallocations_1B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,o1-2024-12-17,A,Yes,lung_Cancer_spatiallocations_1B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,A,Yes,lung_Cancer_spatiallocations_1B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,claude-opus-5,A,Yes,lung_Cancer_spatiallocations_1B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,o1-2024-12-17,A,Yes,lung_Cancer_spatiallocations_1B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,A,Yes,lung_Cancer_spatiallocations_1B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,claude-opus-5,A,Yes,lung_Cancer_spatiallocations_1B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,o1-2024-12-17,E,No,lung_Cancer_spatiallocations_1B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,A,No,lung_Cancer_spatiallocations_1B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,claude-opus-5,B,No,lung_Cancer_spatiallocations_1B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,o1-2024-12-17,E,No,lung_Cancer_spatiallocations_1A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,E,No,lung_Cancer_spatiallocations_1A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,claude-opus-5,E,No,lung_Cancer_spatiallocations_1A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,o1-2024-12-17,E,No,lung_Cancer_spatiallocations_1A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,E,No,lung_Cancer_spatiallocations_1A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,claude-opus-5,E,No,lung_Cancer_spatiallocations_1A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,o1-2024-12-17,E,No,lung_Cancer_spatiallocations_1A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,E,No,lung_Cancer_spatiallocations_1A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,claude-opus-5,E,No,lung_Cancer_spatiallocations_1A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,o1-2024-12-17,A,Yes,lung_Cancer_spatiallocations_1A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,A,Yes,lung_Cancer_spatiallocations_1A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,claude-opus-5,A,Yes,lung_Cancer_spatiallocations_1A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,o1-2024-12-17,E,No,lung_Cancer_spatiallocations_1B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,E,No,lung_Cancer_spatiallocations_1B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,claude-opus-5,E,No,lung_Cancer_spatiallocations_1B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,o1-2024-12-17,E,No,lung_Cancer_spatiallocations_1B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,E,No,lung_Cancer_spatiallocations_1B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,claude-opus-5,E,No,lung_Cancer_spatiallocations_1B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,o1-2024-12-17,E,No,lung_Cancer_spatiallocations_1B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,E,No,lung_Cancer_spatiallocations_1B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,claude-opus-5,E,No,lung_Cancer_spatiallocations_1B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,o1-2024-12-17,E,No,lung_Cancer_spatiallocations_1B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,E,No,lung_Cancer_spatiallocations_1B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,claude-opus-5,E,No,lung_Cancer_spatiallocations_1B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,o1-2024-12-17,C,Yes,lung_Cancer_spatiallocations_1A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,C,Yes,lung_Cancer_spatiallocations_1A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,claude-opus-5,A,Yes,lung_Cancer_spatiallocations_1A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,o1-2024-12-17,B,Yes,lung_Cancer_spatiallocations_1A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,D,Yes,lung_Cancer_spatiallocations_1A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,claude-opus-5,D,Yes,lung_Cancer_spatiallocations_1A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,o1-2024-12-17,A,Yes,lung_Cancer_spatiallocations_1A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,A,Yes,lung_Cancer_spatiallocations_1A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,claude-opus-5,A,Yes,lung_Cancer_spatiallocations_1A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,o1-2024-12-17,D,Yes,lung_Cancer_spatiallocations_1A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,D,Yes,lung_Cancer_spatiallocations_1A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,claude-opus-5,D,Yes,lung_Cancer_spatiallocations_1A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,o1-2024-12-17,A,Yes,lung_Cancer_spatiallocations_1B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,A,Yes,lung_Cancer_spatiallocations_1B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,claude-opus-5,D,Yes,lung_Cancer_spatiallocations_1B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,o1-2024-12-17,E,Yes,lung_Cancer_spatiallocations_1B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,A,Yes,lung_Cancer_spatiallocations_1B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,claude-opus-5,D,Yes,lung_Cancer_spatiallocations_1B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,o1-2024-12-17,A,Yes,lung_Cancer_spatiallocations_1B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,D,Yes,lung_Cancer_spatiallocations_1B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,claude-opus-5,A,Yes,lung_Cancer_spatiallocations_1B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,o1-2024-12-17,E,Yes,lung_Cancer_spatiallocations_1B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,A,Yes,lung_Cancer_spatiallocations_1B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,claude-opus-5,D,Yes,lung_Cancer_spatiallocations_1B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,o1-2024-12-17,B,Yes,lung_Cancer_umap_2A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gpt-5.6-sol,A,Yes,lung_Cancer_umap_2A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,claude-opus-5,A,Yes,lung_Cancer_umap_2A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,o1-2024-12-17,A,Yes,lung_Cancer_umap_2A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gpt-5.6-sol,A,Yes,lung_Cancer_umap_2A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,claude-opus-5,A,Yes,lung_Cancer_umap_2A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,o1-2024-12-17,A,Yes,lung_Cancer_umap_2A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gpt-5.6-sol,A,Yes,lung_Cancer_umap_2A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,claude-opus-5,A,Yes,lung_Cancer_umap_2A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,o1-2024-12-17,A,Yes,lung_Cancer_umap_2A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gpt-5.6-sol,A,Yes,lung_Cancer_umap_2A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,claude-opus-5,A,Yes,lung_Cancer_umap_2A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,o1-2024-12-17,E,No,lung_Cancer_umap_2B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gpt-5.6-sol,A,No,lung_Cancer_umap_2B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,claude-opus-5,E,No,lung_Cancer_umap_2B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,o1-2024-12-17,A,Yes,lung_Cancer_umap_2B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gpt-5.6-sol,A,Yes,lung_Cancer_umap_2B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,claude-opus-5,A,Yes,lung_Cancer_umap_2B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,o1-2024-12-17,A,Yes,lung_Cancer_umap_2B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gpt-5.6-sol,A,Yes,lung_Cancer_umap_2B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,claude-opus-5,A,Yes,lung_Cancer_umap_2B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,o1-2024-12-17,B,Yes,lung_Cancer_umap_2B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gpt-5.6-sol,B,Yes,lung_Cancer_umap_2B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,claude-opus-5,B,No,lung_Cancer_umap_2B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,o1-2024-12-17,E,Yes,lung_Cancer_umap_2A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gpt-5.6-sol,A,No,lung_Cancer_umap_2A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,claude-opus-5,A,No,lung_Cancer_umap_2A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,o1-2024-12-17,D,Yes,lung_Cancer_umap_2A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gpt-5.6-sol,D,Yes,lung_Cancer_umap_2A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,claude-opus-5,D,Yes,lung_Cancer_umap_2A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,o1-2024-12-17,D,Yes,lung_Cancer_umap_2A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gpt-5.6-sol,D,Yes,lung_Cancer_umap_2A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,claude-opus-5,D,No,lung_Cancer_umap_2A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,o1-2024-12-17,D,Yes,lung_Cancer_umap_2A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gpt-5.6-sol,D,Yes,lung_Cancer_umap_2A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,claude-opus-5,D,Yes,lung_Cancer_umap_2A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,o1-2024-12-17,E,No,lung_Cancer_umap_2B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gpt-5.6-sol,C,No,lung_Cancer_umap_2B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,claude-opus-5,C,No,lung_Cancer_umap_2B.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,o1-2024-12-17,E,No,lung_Cancer_umap_2B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gpt-5.6-sol,C,No,lung_Cancer_umap_2B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,claude-opus-5,C,No,lung_Cancer_umap_2B.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,o1-2024-12-17,D,Yes,lung_Cancer_umap_2B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gpt-5.6-sol,D,Yes,lung_Cancer_umap_2B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,claude-opus-5,D,Yes,lung_Cancer_umap_2B.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,o1-2024-12-17,E,No,lung_Cancer_umap_2B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gpt-5.6-sol,E,No,lung_Cancer_umap_2B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,claude-opus-5,D,No,lung_Cancer_umap_2B.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,o1-2024-12-17,C,Yes,lung_Cancer_umap_2A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gpt-5.6-sol,C,Yes,lung_Cancer_umap_2A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,claude-opus-5,C,Yes,lung_Cancer_umap_2A.o1-2024-12-17.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,o1-2024-12-17,C,Yes,lung_Cancer_umap_2A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gpt-5.6-sol,D,Yes,lung_Cancer_umap_2A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,claude-opus-5,C,Yes,lung_Cancer_umap_2A.gpt-5.6-sol.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,o1-2024-12-17,D,Yes,lung_Cancer_umap_2A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gpt-5.6-sol,D,Yes,lung_Cancer_umap_2A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,claude-opus-5,D,Yes,lung_Cancer_umap_2A.gemini-3.6-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,o1-2024-12-17,C,Yes,lung_Cancer_umap_2A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gpt-5.6-sol,C,Yes,lung_Cancer_umap_2A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,claude-opus-5,C,Yes,lung_Cancer_umap_2A.claude-opus-5.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
