CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Info_check,Report_name,Authors,Google Folder,Data,Task Category
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,claude-3-7-sonnet-20250219,D,No,Breast_Cancer_spatialdomains_4B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gpt-4o,A,Yes,Breast_Cancer_spatialdomains_4A.gpt-4o.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,A,Yes,Breast_Cancer_spatialdomains_4A.gpt-4o.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,claude-3-7-sonnet-20250219,A,Yes,Breast_Cancer_spatialdomains_4A.gpt-4o.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gpt-4o,E,No,Breast_Cancer_spatialdomains_4A.gemini-2.0-flash.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,E,No,Breast_Cancer_spatialdomains_4A.gemini-2.0-flash.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,claude-3-7-sonnet-20250219,E,No,Breast_Cancer_spatialdomains_4A.gemini-2.0-flash.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gpt-4o,A,Yes,Breast_Cancer_spatialdomains_4A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,A,Yes,Breast_Cancer_spatialdomains_4A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,claude-3-7-sonnet-20250219,A,Yes,Breast_Cancer_spatialdomains_4A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gpt-4o,A,Yes,Breast_Cancer_spatialdomains_4B.gpt-4o.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,A,Yes,Breast_Cancer_spatialdomains_4B.gpt-4o.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,claude-3-7-sonnet-20250219,A,Yes,Breast_Cancer_spatialdomains_4B.gpt-4o.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gpt-4o,A,Yes,Breast_Cancer_spatialdomains_4B.gemini-2.0-flash.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,A,Yes,Breast_Cancer_spatialdomains_4B.gemini-2.0-flash.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,claude-3-7-sonnet-20250219,A,Yes,Breast_Cancer_spatialdomains_4B.gemini-2.0-flash.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gpt-4o,A,Yes,Breast_Cancer_spatialdomains_4B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,A,Yes,Breast_Cancer_spatialdomains_4B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,claude-3-7-sonnet-20250219,A,Yes,Breast_Cancer_spatialdomains_4B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,Breast Cancer,Biological Inference
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gpt-4o,A,Yes,lung_Cancer_spatiallocations_1A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,A,Yes,lung_Cancer_spatiallocations_1A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,A,Yes,lung_Cancer_spatiallocations_1A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gpt-4o,E,Yes,lung_Cancer_spatiallocations_1A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,E,Yes,lung_Cancer_spatiallocations_1A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,E,Yes,lung_Cancer_spatiallocations_1A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gpt-4o,A,Yes,lung_Cancer_spatiallocations_1A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,A,Yes,lung_Cancer_spatiallocations_1A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,A,Yes,lung_Cancer_spatiallocations_1A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gpt-4o,E,No,lung_Cancer_spatiallocations_1B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,E,No,lung_Cancer_spatiallocations_1B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_spatiallocations_1B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gpt-4o,A,Yes,lung_Cancer_spatiallocations_1B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,Yes,lung_Cancer_spatiallocations_1B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,A,Yes,lung_Cancer_spatiallocations_1B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gpt-4o,E,No,lung_Cancer_spatiallocations_1B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,E,No,lung_Cancer_spatiallocations_1B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_spatiallocations_1B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gpt-4o,E,No,lung_Cancer_spatiallocations_1A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,E,No,lung_Cancer_spatiallocations_1A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,E,No,lung_Cancer_spatiallocations_1A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gpt-4o,E,No,lung_Cancer_spatiallocations_1A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,E,No,lung_Cancer_spatiallocations_1A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,E,No,lung_Cancer_spatiallocations_1A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gpt-4o,E,No,lung_Cancer_spatiallocations_1A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,E,No,lung_Cancer_spatiallocations_1A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,E,No,lung_Cancer_spatiallocations_1A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gpt-4o,E,No,lung_Cancer_spatiallocations_1B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,E,No,lung_Cancer_spatiallocations_1B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_spatiallocations_1B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gpt-4o,E,No,lung_Cancer_spatiallocations_1B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,E,No,lung_Cancer_spatiallocations_1B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_spatiallocations_1B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gpt-4o,E,No,lung_Cancer_spatiallocations_1B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,E,No,lung_Cancer_spatiallocations_1B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_spatiallocations_1B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gpt-4o,A,Yes,lung_Cancer_spatiallocations_1A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,E,Yes,lung_Cancer_spatiallocations_1A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,A,Yes,lung_Cancer_spatiallocations_1A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gpt-4o,A,Yes,lung_Cancer_spatiallocations_1A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,A,Yes,lung_Cancer_spatiallocations_1A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,A,Yes,lung_Cancer_spatiallocations_1A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gpt-4o,D,Yes,lung_Cancer_spatiallocations_1A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,B,Yes,lung_Cancer_spatiallocations_1A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,claude-3-7-sonnet-20250219,D,Yes,lung_Cancer_spatiallocations_1A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gpt-4o,E,No,lung_Cancer_spatiallocations_1B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,E,Yes,lung_Cancer_spatiallocations_1B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_spatiallocations_1B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gpt-4o,A,Yes,lung_Cancer_spatiallocations_1B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,E,Yes,lung_Cancer_spatiallocations_1B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,A,Yes,lung_Cancer_spatiallocations_1B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gpt-4o,E,No,lung_Cancer_spatiallocations_1B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,E,Yes,lung_Cancer_spatiallocations_1B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_spatiallocations_1B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gpt-4o,A,No,lung_Cancer_umap_2A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gemini-2.0-flash,C,Yes,lung_Cancer_umap_2A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,claude-3-7-sonnet-20250219,E,No,lung_Cancer_umap_2A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gpt-4o,C,Yes,lung_Cancer_umap_2A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gemini-2.0-flash,C,Yes,lung_Cancer_umap_2A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,claude-3-7-sonnet-20250219,C,Yes,lung_Cancer_umap_2A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gpt-4o,A,Yes,lung_Cancer_umap_2A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gemini-2.0-flash,B,Yes,lung_Cancer_umap_2A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,claude-3-7-sonnet-20250219,B,Yes,lung_Cancer_umap_2A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gpt-4o,E,No,lung_Cancer_umap_2B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gemini-2.0-flash,E,No,lung_Cancer_umap_2B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_umap_2B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gpt-4o,C,Yes,lung_Cancer_umap_2B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gemini-2.0-flash,D,Yes,lung_Cancer_umap_2B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,claude-3-7-sonnet-20250219,B,Yes,lung_Cancer_umap_2B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gpt-4o,E,No,lung_Cancer_umap_2B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gemini-2.0-flash,E,No,lung_Cancer_umap_2B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_umap_2B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gpt-4o,E,Yes,lung_Cancer_umap_2A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gemini-2.0-flash,C,Yes,lung_Cancer_umap_2A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,claude-3-7-sonnet-20250219,C,No,lung_Cancer_umap_2A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gpt-4o,D,Yes,lung_Cancer_umap_2A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gemini-2.0-flash,C,Yes,lung_Cancer_umap_2A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,claude-3-7-sonnet-20250219,C,Yes,lung_Cancer_umap_2A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gpt-4o,D,Yes,lung_Cancer_umap_2A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gemini-2.0-flash,D,Yes,lung_Cancer_umap_2A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,claude-3-7-sonnet-20250219,C,Yes,lung_Cancer_umap_2A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gpt-4o,E,No,lung_Cancer_umap_2B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gemini-2.0-flash,E,No,lung_Cancer_umap_2B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_umap_2B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gpt-4o,E,No,lung_Cancer_umap_2B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gemini-2.0-flash,C,Yes,lung_Cancer_umap_2B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_umap_2B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gpt-4o,E,No,lung_Cancer_umap_2B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gemini-2.0-flash,C,No,lung_Cancer_umap_2B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_umap_2B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gpt-4o,C,Yes,lung_Cancer_umap_2A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gemini-2.0-flash,D,Yes,lung_Cancer_umap_2A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,claude-3-7-sonnet-20250219,D,No,lung_Cancer_umap_2A.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gpt-4o,C,Yes,lung_Cancer_umap_2A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gemini-2.0-flash,C,Yes,lung_Cancer_umap_2A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,claude-3-7-sonnet-20250219,C,Yes,lung_Cancer_umap_2A.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gpt-4o,D,Yes,lung_Cancer_umap_2A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gemini-2.0-flash,D,Yes,lung_Cancer_umap_2A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,claude-3-7-sonnet-20250219,D,Yes,lung_Cancer_umap_2A.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gpt-4o,E,No,lung_Cancer_umap_2B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gemini-2.0-flash,E,Yes,lung_Cancer_umap_2B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,claude-3-7-sonnet-20250219,E,No,lung_Cancer_umap_2B.gpt-4o.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gpt-4o,C,Yes,lung_Cancer_umap_2B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gemini-2.0-flash,C,Yes,lung_Cancer_umap_2B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,claude-3-7-sonnet-20250219,C,Yes,lung_Cancer_umap_2B.gemini-2.0-flash.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gpt-4o,C,Yes,lung_Cancer_umap_2B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gemini-2.0-flash,D,Yes,lung_Cancer_umap_2B.claude-3-7-sonnet-20250219.txt,RJ,Spatial,lung Cancer,Descriptive - information retrival
