CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Repeat_number,Authors,Google Folder,Data,Task Category
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3B,gemini-2.0-flash,C,3,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3B,gemini-2.0-flash,C,4,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,2,C,Breast_Cancer_spatialCCI_3B,gemini-2.0-flash,C,5,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3A,gemini-2.0-flash,A,1,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3A,gemini-2.0-flash,A,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3A,gemini-2.0-flash,A,3,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3A,gemini-2.0-flash,A,4,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3A,gemini-2.0-flash,A,5,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3B,gemini-2.0-flash,B,1,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3B,gemini-2.0-flash,B,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3B,gemini-2.0-flash,B,3,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3B,gemini-2.0-flash,B,4,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialCCI_3,3,B,Breast_Cancer_spatialCCI_3B,gemini-2.0-flash,B,5,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,B,1,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,B,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,B,3,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,B,4,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,B,5,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,B,1,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,B,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,B,3,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,B,4,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,1,B,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,B,5,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,B,1,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,B,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,B,3,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,B,4,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,B,5,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,B,1,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,B,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,B,3,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,B,4,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,2,B,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,B,5,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,A,1,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,A,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,A,3,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,A,4,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4A,gemini-2.0-flash,A,5,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,A,1,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,A,2,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,A,3,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,A,4,RJ,Spatial,Breast Cancer,Biological Inference
Breast_Cancer_spatialdomains_4,3,A,Breast_Cancer_spatialdomains_4B,gemini-2.0-flash,A,5,RJ,Spatial,Breast Cancer,Biological Inference
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,A,1,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,A,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,A,3,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,A,4,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,A,5,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,1,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,3,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,4,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,1,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,5,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,B,1,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,B,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,B,3,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,B,4,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,B,5,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,D,1,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,D,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,D,3,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,D,4,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,D,5,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,D,1,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,D,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,D,3,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,D,4,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gemini-2.0-flash,D,5,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,1,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,3,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,4,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gemini-2.0-flash,A,5,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gemini-2.0-flash,A,1,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gemini-2.0-flash,A,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gemini-2.0-flash,A,3,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gemini-2.0-flash,A,4,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gemini-2.0-flash,A,5,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gemini-2.0-flash,A,1,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gemini-2.0-flash,A,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gemini-2.0-flash,A,3,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gemini-2.0-flash,A,4,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gemini-2.0-flash,A,5,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gemini-2.0-flash,C,1,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gemini-2.0-flash,C,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gemini-2.0-flash,C,3,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gemini-2.0-flash,C,4,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gemini-2.0-flash,C,5,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gemini-2.0-flash,C,1,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gemini-2.0-flash,C,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gemini-2.0-flash,C,3,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gemini-2.0-flash,C,4,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gemini-2.0-flash,C,5,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gemini-2.0-flash,D,1,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gemini-2.0-flash,D,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gemini-2.0-flash,D,3,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gemini-2.0-flash,D,4,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gemini-2.0-flash,D,5,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gemini-2.0-flash,D,1,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gemini-2.0-flash,D,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gemini-2.0-flash,D,3,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gemini-2.0-flash,D,4,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gemini-2.0-flash,D,5,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,A,1,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,A,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,A,3,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,A,4,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,A,5,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,D,1,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,D,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,D,3,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,D,4,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,D,5,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,D,1,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,D,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,D,3,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,D,4,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,D,5,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,D,1,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,D,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,D,3,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,D,4,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,D,5,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,D,1,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,D,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,D,3,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,D,4,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3A,gemini-2.0-flash,D,5,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,A,1,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,A,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,A,3,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,A,4,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3B,gemini-2.0-flash,A,5,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,A,1,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,A,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,A,3,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,A,4,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,A,5,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,A,1,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,A,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,A,3,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,A,4,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,A,5,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,B,1,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,B,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,B,3,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,B,4,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,B,5,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,B,1,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,B,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,B,3,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,B,4,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,B,5,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,A,1,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,A,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,A,3,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,A,4,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4A,gemini-2.0-flash,A,5,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,A,1,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,A,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,A,3,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,A,4,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4B,gemini-2.0-flash,A,5,RJ,Spatial,lung Cancer,Biological Inference
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1A,gemini-2.0-flash,A,1,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1A,gemini-2.0-flash,A,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1A,gemini-2.0-flash,A,3,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1A,gemini-2.0-flash,A,4,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1A,gemini-2.0-flash,A,5,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1C,gemini-2.0-flash,A,1,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1C,gemini-2.0-flash,A,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1C,gemini-2.0-flash,A,3,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1C,gemini-2.0-flash,C,4,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1C,gemini-2.0-flash,C,5,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1B,gemini-2.0-flash,A,1,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1B,gemini-2.0-flash,A,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1B,gemini-2.0-flash,A,3,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1B,gemini-2.0-flash,A,4,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1B,gemini-2.0-flash,A,5,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1D,gemini-2.0-flash,A,1,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1D,gemini-2.0-flash,A,2,CL,SpatialSim,benchmark,Descriptive - information retrival
